"CodMun";"Municipio";"Pobloglog"
8254;"Esquirol, L' ";2
8079;"Estany, L' ";1
8134;"Figaro-Montmany ";1
8080;"Figols ";1
8082;"Fogars de la Selva ";1
8081;"Fogars de Montclus ";1
8083;"Folgueroles ";2
8084;"Fonollosa ";1
8085;"Font-rubi ";1
8086;"Franqueses del Valles, Les ";2
8090;"Gaia ";1
8087;"Gallifa ";1
8088;"Garriga, La ";2
8089;"Gava ";2
8091;"Gelida ";2
8092;"Gironella ";2
8093;"Gisclareny ";1
8094;"Granada, La ";2
8095;"Granera ";1
8096;"Granollers ";2
8097;"Gualba ";1
8099;"Guardiola de Bergueda ";1
8100;"Gurb ";2
8101;"Hospitalet de Llobregat, L' ";2
8162;"Hostalets de Pierola, Els ";2
8102;"Igualada ";2
8103;"Jorba ";1
8104;"Llacuna, La ";1
8105;"Llagosta, La ";2
8107;"Llica d'Amunt ";2
8108;"Llica de Vall ";2
8106;"Llinars del Valles ";2
8109;"Lluca ";1
8110;"Malgrat de Mar ";2
8111;"Malla ";1
8112;"Manlleu ";2
8113;"Manresa ";2
8242;"Marganell ";1
8114;"Martorell ";2
8115;"Martorelles ";2
8116;"Masies de Roda, Les ";1
8117;"Masies de Voltrega, Les ";2
8118;"Masnou, El ";2
8119;"Masquefa ";2
8120;"Matadepera ";2
8121;"Mataro ";2
8122;"Mediona ";2
8138;"Moia ";2
8123;"Molins de Rei ";2
8124;"Mollet del Valles ";2
8128;"Monistrol de Calders ";1
8127;"Monistrol de Montserrat ";2
8125;"Montcada i Reixac ";2
8130;"Montclar ";1
8131;"Montesquiu ";1
8126;"Montgat ";2
8132;"Montmajor ";1
8133;"Montmaneu ";1
8135;"Montmelo ";2
8136;"Montornes del Valles ";2
8137;"Montseny ";1
8129;"Muntanyola ";1
8139;"Mura ";1
8140;"Navarcles ";2
8141;"Navas ";2
8142;"Nou de Bergueda, La ";1
8143;"odena ";2
8145;"Olerdola ";2
8146;"Olesa de Bonesvalls ";2
8147;"Olesa de Montserrat ";2
8148;"Olivella ";2
8149;"Olost ";1
8144;"Olvan ";1
8150;"Oris ";1
8151;"Orista ";1
8152;"Orpi ";1
8153;"orrius ";1
8154;"Pacs del Penedes ";1
8155;"Palafolls ";2
8156;"Palau-solita i Plegamans ";2
8157;"Palleja ";2
8905;"Palma de Cervello, La ";2
8158;"Papiol, El ";2
8159;"Parets del Valles ";2
8160;"Perafita ";1
8161;"Piera ";2
8163;"Pineda de Mar ";2
8164;"Pla del Penedes, El ";1
8165;"Pobla de Claramunt, La ";2
8166;"Pobla de Lillet, La ";1
8167;"Polinya ";2
8182;"Pont de Vilomara i Rocafort, El ";2
8168;"Pontons ";1
8169;"Prat de Llobregat, El ";2
8171;"Prats de Llucanes ";2
8170;"Prats de Rei, Els ";1
8230;"Premia de Dalt ";2
8172;"Premia de Mar ";2
8174;"Puigdalber ";1
8175;"Puig-reig ";2
8176;"Pujalt ";1
8177;"Quar, La ";1
8178;"Rajadell ";1
8179;"Rellinars ";1
8180;"Ripollet ";2
8181;"Roca del Valles, La ";2
8183;"Roda de Ter ";2
8184;"Rubi ";2
8185;"Rubio ";1
8901;"Rupit i Pruit ";1
8187;"Sabadell ";2
8188;"Sagas ";1
8190;"Saldes ";1
8191;"Sallent ";2
8194;"Sant Adria de Besos ";2
8195;"Sant Agusti de Llucanes ";1
8196;"Sant Andreu de la Barca ";2
8197;"Sant Andreu de Llavaneres ";2
8198;"Sant Antoni de Vilamajor ";2
8199;"Sant Bartomeu del Grau ";1
8200;"Sant Boi de Llobregat ";2
8201;"Sant Boi de Llucanes ";1
8203;"Sant Cebria de Vallalta ";2
8202;"Sant Celoni ";2
8204;"Sant Climent de Llobregat ";2
8205;"Sant Cugat del Valles ";2
8206;"Sant Cugat Sesgarrigues ";1
8207;"Sant Esteve de Palautordera ";2
8208;"Sant Esteve Sesrovires ";2
8210;"Sant Feliu de Codines ";2
8211;"Sant Feliu de Llobregat ";2
8212;"Sant Feliu Sasserra ";1
8209;"Sant Fost de Campsentelles ";2
8213;"Sant Fruitos de Bages ";2
8215;"Sant Hipolit de Voltrega ";2
8193;"Sant Iscle de Vallalta ";1
8216;"Sant Jaume de Frontanya ";1
8218;"Sant Joan de Vilatorrada ";2
8217;"Sant Joan Despi ";2
8903;"Sant Julia de Cerdanyola ";1
8220;"Sant Julia de Vilatorta ";2
8221;"Sant Just Desvern ";2
8222;"Sant Llorenc d'Hortons ";2
8223;"Sant Llorenc Savall ";2
8225;"Sant Marti d'Albars ";1
8224;"Sant Marti de Centelles ";1
8226;"Sant Marti de Tous ";1
8227;"Sant Marti Sarroca ";2
8228;"Sant Marti Sesgueioles ";1
8229;"Sant Mateu de Bages ";1
8231;"Sant Pere de Ribes ";2
8232;"Sant Pere de Riudebitlles ";2
8233;"Sant Pere de Torello ";2
8234;"Sant Pere de Vilamajor ";2
8189;"Sant Pere Sallavinera ";1
8235;"Sant Pol de Mar ";2
8236;"Sant Quinti de Mediona ";2
8237;"Sant Quirze de Besora ";2
8238;"Sant Quirze del Valles ";2
8239;"Sant Quirze Safaja ";1
8240;"Sant Sadurni d'Anoia ";2
8241;"Sant Sadurni d'Osormort ";1
8098;"Sant Salvador de Guardiola ";2
8262;"Sant Vicenc de Castellet ";2
8264;"Sant Vicenc de Montalt ";2
8265;"Sant Vicenc de Torello ";2
8263;"Sant Vicenc dels Horts ";2
8243;"Santa Cecilia de Voltrega ";1
8244;"Santa Coloma de Cervello ";2
8245;"Santa Coloma de Gramenet ";2
8246;"Santa Eugenia de Berga ";2
8247;"Santa Eulalia de Riuprimer ";1
8248;"Santa Eulalia de Roncana ";2
8249;"Santa Fe del Penedes ";1
8250;"Santa Margarida de Montbui ";2
8251;"Santa Margarida i els Monjos ";2
8253;"Santa Maria de Besora ";1
8256;"Santa Maria de Martorelles ";1
8255;"Santa Maria de Merles ";1
8257;"Santa Maria de Miralles ";1
8259;"Santa Maria de Palautordera ";2
8258;"Santa Maria d'Olo ";1
8260;"Santa Perpetua de Mogoda ";2
8261;"Santa Susanna ";2
8192;"Santpedor ";2
8267;"Sentmenat ";2
8269;"Seva ";2
8270;"Sitges ";2
8271;"Sobremunt ";1
8272;"Sora ";1
8273;"Subirats ";2
8274;"Suria ";2
8276;"Tagamanent ";1
8277;"Talamanca ";1
8278;"Taradell ";2
8275;"Tavernoles ";1
8280;"Tavertet ";1
8281;"Teia ";2
8279;"Terrassa ";2
8282;"Tiana ";2
8283;"Tona ";2
8284;"Tordera ";2
8285;"Torello ";2
8286;"Torre de Claramunt, La ";2
8287;"Torrelavit ";1
8288;"Torrelles de Foix ";2
8289;"Torrelles de Llobregat ";2
8290;"Ullastrell ";2
8291;"Vacarisses ";2
8292;"Vallbona d'Anoia ";1
8293;"Vallcebre ";1
8294;"Vallgorguina ";2
8295;"Vallirana ";2
8296;"Vallromanes ";2
8297;"Veciana ";1
8298;"Vic ";2
8299;"Vilada ";1
8301;"Viladecans ";2
8300;"Viladecavalls ";2
8305;"Vilafranca del Penedes ";2
8306;"Vilalba Sasserra ";1
8303;"Vilanova de Sau ";1
8302;"Vilanova del Cami ";2
8902;"Vilanova del Valles ";2
8307;"Vilanova i la Geltru ";2
8214;"Vilassar de Dalt ";2
8219;"Vilassar de Mar ";2
8304;"Vilobi del Penedes ";1
8308;"Viver i Serrateix ";1
9001;"Abajas ";1
9003;"Adrada de Haza ";1
9006;"Aguas Candidas ";1
9007;"Aguilar de Bureba ";1
9009;"Albillos ";1
9010;"Alcocero de Mola ";1
9011;"Alfoz de Bricia ";1
9907;"Alfoz de Quintanaduenas ";2
9012;"Alfoz de Santa Gadea ";1
9013;"Altable ";1
9014;"Altos, Los ";1
9016;"Ameyugo ";1
9017;"Anguix ";1
9018;"Aranda de Duero ";2
9019;"Arandilla ";1
9020;"Arauzo de Miel ";1
9021;"Arauzo de Salce ";1
9022;"Arauzo de Torre ";1
9023;"Arcos ";1
9024;"Arenillas de Riopisuerga ";1
9025;"Arija ";1
9026;"Arlanzon ";1
9027;"Arraya de Oca ";1
9029;"Atapuerca ";1
9030;"Ausines, Los ";1
9032;"Avellanosa de Muno ";1
9033;"Bahabon de Esgueva ";1
9034;"Balbases, Los ";1
9035;"Banos de Valdearados ";1
9036;"Banuelos de Bureba ";1
9037;"Barbadillo de Herreros ";1
9038;"Barbadillo del Mercado ";1
9039;"Barbadillo del Pez ";1
9041;"Barrio de Muno ";1
9043;"Barrios de Bureba, Los ";1
9044;"Barrios de Colina ";1
9045;"Basconcillos del Tozo ";1
9046;"Bascunana ";1
9047;"Belbimbre ";1
9048;"Belorado ";2
9050;"Berberana ";1
9051;"Berlangas de Roa ";1
9052;"Berzosa de Bureba ";1
9054;"Bozoo ";1
9055;"Brazacorta ";1
9056;"Briviesca ";2
9057;"Bugedo ";1
9058;"Buniel ";1
9059;"Burgos ";2
9060;"Busto de Bureba ";1
9061;"Cabanes de Esgueva ";1
9062;"Cabezon de la Sierra ";1
9064;"Caleruega ";1
9065;"Campillo de Aranda ";1
9066;"Campolara ";1
9067;"Canicosa de la Sierra ";1
9068;"Cantabrana ";1
9070;"Carazo ";1
9071;"Carcedo de Bureba ";1
9072;"Carcedo de Burgos ";1
9073;"Cardenadijo ";1
9074;"Cardenajimeno ";1
9075;"Cardenuela Riopico ";1
9076;"Carrias ";1
9077;"Cascajares de Bureba ";1
9078;"Cascajares de la Sierra ";1
9079;"Castellanos de Castro ";1
9083;"Castil de Peones ";1
9082;"Castildelgado ";1
9084;"Castrillo de la Reina ";1
9085;"Castrillo de la Vega ";1
9088;"Castrillo de Riopisuerga ";1
9086;"Castrillo del Val ";1
9090;"Castrillo Matajudios ";1
9091;"Castrojeriz ";1
9063;"Cavia ";1
9093;"Cayuela ";1
9094;"Cebrecos ";1
9095;"Celada del Camino ";1
9098;"Cerezo de Rio Tiron ";1
9100;"Cerraton de Juarros ";1
9101;"Ciadoncha ";1
9102;"Cillaperlata ";1
9103;"Cilleruelo de Abajo ";1
9104;"Cilleruelo de Arriba ";1
9105;"Ciruelos de Cervera ";1
9108;"Cogollos ";1
9109;"Condado de Trevino ";1
9110;"Contreras ";1
9112;"Coruna del Conde ";1
9113;"Covarrubias ";1
9114;"Cubillo del Campo ";1
9115;"Cubo de Bureba ";1
9117;"Cueva de Roa, La ";1
9119;"Cuevas de San Clemente ";1
9120;"Encio ";1
9122;"Espinosa de Cervera ";1
9124;"Espinosa de los Monteros ";2
9123;"Espinosa del Camino ";1
9125;"Estepar ";1
9127;"Fontioso ";1
9128;"Frandovinez ";1
9129;"Fresneda de la Sierra Tiron ";1
9130;"Fresnena ";1
9131;"Fresnillo de las Duenas ";1
9132;"Fresno de Rio Tiron ";1
9133;"Fresno de Rodilla ";1
9134;"Frias ";1
9135;"Fuentebureba ";1
9136;"Fuentecen ";1
9137;"Fuentelcesped ";1
9138;"Fuentelisendo ";1
9139;"Fuentemolinos ";1
9140;"Fuentenebro ";1
9141;"Fuentespina ";1
9143;"Galbarros ";1
9144;"Gallega, La ";1
9148;"Grijalba ";1
9149;"Grisalena ";1
9151;"Gumiel de Izan ";1
9152;"Gumiel de Mercado ";1
9154;"Hacinas ";1
9155;"Haza ";1
9159;"Hontanas ";1
9160;"Hontangas ";1
9162;"Hontoria de la Cantera ";1
9164;"Hontoria de Valdearados ";1
9163;"Hontoria del Pinar ";1
9166;"Hormazas, Las ";1
9167;"Hornillos del Camino ";1
9168;"Horra, La ";1
9169;"Hortiguela ";1
9170;"Hoyales de Roa ";1
9172;"Huermeces ";1
9173;"Huerta de Arriba ";1
9174;"Huerta de Rey ";1
9175;"Humada ";1
9176;"Hurones ";1
9177;"Ibeas de Juarros ";1
9178;"Ibrillos ";1
9179;"Iglesiarrubia ";1
9180;"Iglesias ";1
9181;"Isar ";1
9182;"Itero del Castillo ";1
9183;"Jaramillo de la Fuente ";1
9184;"Jaramillo Quemado ";0
9189;"Junta de Traslaloma ";1
9190;"Junta de Villalba de Losa ";1
9191;"Jurisdiccion de Lara ";1
9192;"Jurisdiccion de San Zadornil ";1
9194;"Lerma ";2
9195;"Llano de Bureba ";1
9196;"Madrigal del Monte ";1
9197;"Madrigalejo del Monte ";1
9198;"Mahamud ";1
9199;"Mambrilla de Castrejon ";1
9200;"Mambrillas de Lara ";1
9201;"Mamolar ";1
9202;"Manciles ";1
9206;"Mazuela ";1
9208;"Mecerreyes ";1
9209;"Medina de Pomar ";2
9211;"Melgar de Fernamental ";2
9213;"Merindad de Cuesta-Urria ";1
9214;"Merindad de Montija ";1
9906;"Merindad de Rio Ubierna ";1
9215;"Merindad de Sotoscueva ";1
9216;"Merindad de Valdeporres ";1
9217;"Merindad de Valdivielso ";1
9218;"Milagros ";1
9219;"Miranda de Ebro ";2
9220;"Miraveche ";1
9221;"Modubar de la Emparedada ";1
9223;"Monasterio de la Sierra ";1
9224;"Monasterio de Rodilla ";1
9225;"Moncalvillo ";1
9226;"Monterrubio de la Demanda ";1
9227;"Montorio ";1
9228;"Moradillo de Roa ";1
9229;"Nava de Roa ";1
9230;"Navas de Bureba ";1
9231;"Nebreda ";1
9232;"Neila ";1
9235;"Olmedillo de Roa ";1
9236;"Olmillos de Muno ";1
9238;"Ona ";1
9239;"Oquillas ";1
9241;"Orbaneja Riopico ";1
9242;"Padilla de Abajo ";1
9243;"Padilla de Arriba ";1
9244;"Padrones de Bureba ";1
9246;"Palacios de la Sierra ";1
9247;"Palacios de Riopisuerga ";1
9248;"Palazuelos de la Sierra ";1
9249;"Palazuelos de Muno ";1
9250;"Pampliega ";1
9251;"Pancorbo ";1
9253;"Pardilla ";1
9255;"Partido de la Sierra en Tobalina ";1
9256;"Pedrosa de Duero ";1
9259;"Pedrosa de Rio urbel ";1
9257;"Pedrosa del Paramo ";1
9258;"Pedrosa del Principe ";1
9261;"Penaranda de Duero ";1
9262;"Peral de Arlanza ";1
9265;"Piernigas ";1
9266;"Pineda de la Sierra ";1
9267;"Pineda Trasmonte ";1
9268;"Pinilla de los Barruecos ";1
9269;"Pinilla de los Moros ";1
9270;"Pinilla Trasmonte ";1
9272;"Poza de la Sal ";1
9273;"Pradanos de Bureba ";1
9274;"Pradoluengo ";1
9275;"Presencio ";1
9276;"Puebla de Arganzon, La ";1
9277;"Puentedura ";1
9279;"Quemada ";1
9281;"Quintana del Pidio ";1
9280;"Quintanabureba ";1
9283;"Quintanaelez ";1
9287;"Quintanaortuno ";1
9288;"Quintanapalla ";1
9289;"Quintanar de la Sierra ";2
9292;"Quintanavides ";1
9294;"Quintanilla de la Mata ";1
9901;"Quintanilla del Agua y Tordueles ";1
9295;"Quintanilla del Coco ";1
9298;"Quintanilla San Garcia ";1
9301;"Quintanilla Vivar ";1
9297;"Quintanillas, Las ";1
9302;"Rabanera del Pinar ";1
9303;"Rabanos ";1
9304;"Rabe de las Calzadas ";1
9306;"Rebolledo de la Torre ";1
9307;"Redecilla del Camino ";1
9308;"Redecilla del Campo ";1
9309;"Regumiel de la Sierra ";1
9310;"Reinoso ";0
9311;"Retuerta ";1
9314;"Revilla del Campo ";1
9316;"Revilla Vallejera ";1
9312;"Revilla y Ahedo, La ";1
9315;"Revillarruz ";1
9317;"Rezmondo ";0
9318;"Riocavado de la Sierra ";1
9321;"Roa ";2
9323;"Rojas ";1
9325;"Royuela de Rio Franco ";1
9326;"Rubena ";1
9327;"Rublacedo de Abajo ";1
9328;"Rucandio ";1
9329;"Salas de Bureba ";1
9330;"Salas de los Infantes ";2
9332;"Saldana de Burgos ";1
9334;"Salinillas de Bureba ";1
9335;"San Adrian de Juarros ";1
9337;"San Juan del Monte ";1
9338;"San Mames de Burgos ";1
9339;"San Martin de Rubiales ";1
9340;"San Millan de Lara ";1
9360;"San Vicente del Valle ";1
9343;"Santa Cecilia ";1
9345;"Santa Cruz de la Salceda ";1
9346;"Santa Cruz del Valle Urbion ";1
9347;"Santa Gadea del Cid ";1
9348;"Santa Ines ";1
9350;"Santa Maria del Campo ";1
9351;"Santa Maria del Invierno ";1
9352;"Santa Maria del Mercadillo ";1
9353;"Santa Maria Rivarredonda ";1
9354;"Santa Olalla de Bureba ";1
9355;"Santibanez de Esgueva ";1
9356;"Santibanez del Val ";1
9358;"Santo Domingo de Silos ";1
9361;"Sargentes de la Lora ";1
9362;"Sarracin ";1
9363;"Sasamon ";1
9365;"Sequera de Haza, La ";1
9366;"Solarana ";1
9368;"Sordillos ";1
9369;"Sotillo de la Ribera ";1
9372;"Sotragero ";1
9373;"Sotresgudo ";1
9374;"Susinos del Paramo ";1
9375;"Tamaron ";1
9377;"Tardajos ";1
9378;"Tejada ";1
9380;"Terradillos de Esgueva ";1
9381;"Tinieblas de la Sierra ";1
9382;"Tobar ";1
9384;"Tordomar ";1
9386;"Torrecilla del Monte ";1
9387;"Torregalindo ";1
9388;"Torrelara ";1
9389;"Torrepadre ";1
9390;"Torresandino ";1
9391;"Tortoles de Esgueva ";1
9392;"Tosantos ";1
9394;"Trespaderne ";1
9395;"Tubilla del Agua ";1
9396;"Tubilla del Lago ";1
9398;"urbel del Castillo ";1
9400;"Vadocondes ";1
9403;"Valdeande ";1
9405;"Valdezate ";1
9406;"Valdorros ";1
9408;"Vallarta de Bureba ";1
9904;"Valle de las Navas ";1
9908;"Valle de Losa ";1
9409;"Valle de Manzanedo ";1
9410;"Valle de Mena ";2
9411;"Valle de Oca ";1
9902;"Valle de Santibanez ";1
9905;"Valle de Sedano ";1
9412;"Valle de Tobalina ";1
9413;"Valle de Valdebezana ";1
9414;"Valle de Valdelaguna ";1
9415;"Valle de Valdelucio ";1
9416;"Valle de Zamanzas ";1
9417;"Vallejera ";1
9418;"Valles de Palenzuela ";1
9419;"Valluercanes ";1
9407;"Valmala ";1
9422;"Vid de Bureba, La ";1
9421;"Vid y Barrios, La ";1
9423;"Vilena ";1
9427;"Villadiego ";1
9428;"Villaescusa de Roa ";1
9429;"Villaescusa la Sombria ";1
9430;"Villaespasa ";1
9431;"Villafranca Montes de Oca ";1
9432;"Villafruela ";1
9433;"Villagalijo ";1
9434;"Villagonzalo Pedernales ";2
9437;"Villahoz ";1
9438;"Villalba de Duero ";1
9439;"Villalbilla de Burgos ";1
9440;"Villalbilla de Gumiel ";1
9441;"Villaldemiro ";1
9442;"Villalmanzo ";1
9443;"Villamayor de los Montes ";1
9444;"Villamayor de Trevino ";1
9445;"Villambistia ";1
9446;"Villamedianilla ";0
9447;"Villamiel de la Sierra ";1
9448;"Villangomez ";1
9449;"Villanueva de Argano ";1
9450;"Villanueva de Carazo ";1
9451;"Villanueva de Gumiel ";1
9454;"Villanueva de Teba ";1
9455;"Villaquiran de la Puebla ";1
9456;"Villaquiran de los Infantes ";1
9903;"Villarcayo de Merindad de Castilla la Vieja ";2
9458;"Villariezo ";1
9460;"Villasandino ";1
9463;"Villasur de Herreros ";1
9464;"Villatuelda ";1
9466;"Villaverde del Monte ";1
9467;"Villaverde-Mogina ";1
9471;"Villayerno Morquillas ";1
9472;"Villazopeque ";1
9473;"Villegas ";1
9476;"Villoruebo ";1
9424;"Viloria de Rioja ";1
9425;"Vilviestre del Pinar ";1
9478;"Vizcainos ";1
9480;"Zael ";1
9482;"Zarzosa de Rio Pisuerga ";1
9483;"Zazuar ";1
9485;"Zuneda ";1
10001;"Abadia ";1
10002;"Abertura ";1
10003;"Acebo ";1
10004;"Acehuche ";1
10005;"Aceituna ";1
10006;"Ahigal ";1
10903;"Alagon del Rio ";1
10007;"Albala ";1
10008;"Alcantara ";1
10009;"Alcollarin ";1
10010;"Alcuescar ";2
10012;"Aldea del Cano ";1
10013;"Aldea del Obispo, La ";1
10011;"Aldeacentenera ";1
10014;"Aldeanueva de la Vera ";2
10015;"Aldeanueva del Camino ";1
10016;"Aldehuela de Jerte ";1
10017;"Alia ";1
10018;"Aliseda ";2
10019;"Almaraz ";2
10020;"Almoharin ";2
10021;"Arroyo de la Luz ";2
10023;"Arroyomolinos ";1
10022;"Arroyomolinos de la Vera ";1
10024;"Banos de Montemayor ";1
10025;"Barrado ";1
10026;"Belvis de Monroy ";1
10027;"Benquerencia ";1
10028;"Berrocalejo ";1
10029;"Berzocana ";1
10030;"Bohonal de Ibor ";1
10031;"Botija ";1
10032;"Brozas ";2
10033;"Cabanas del Castillo ";1
10034;"Cabezabellosa ";1
10035;"Cabezuela del Valle ";2
10036;"Cabrero ";1
10037;"Caceres ";2
10038;"Cachorrilla ";1
10039;"Cadalso ";1
10040;"Calzadilla ";1
10041;"Caminomorisco ";1
10042;"Campillo de Deleitosa ";1
10043;"Campo Lugar ";1
10044;"Canamero ";2
10045;"Canaveral ";1
10046;"Carbajo ";1
10047;"Carcaboso ";1
10048;"Carrascalejo ";1
10049;"Casar de Caceres ";2
10050;"Casar de Palomero ";1
10051;"Casares de las Hurdes ";1
10052;"Casas de Don Antonio ";1
10053;"Casas de Don Gomez ";1
10056;"Casas de Millan ";1
10057;"Casas de Miravete ";1
10054;"Casas del Castanar ";1
10055;"Casas del Monte ";1
10058;"Casatejada ";1
10059;"Casillas de Coria ";1
10060;"Castanar de Ibor ";1
10061;"Ceclavin ";2
10062;"Cedillo ";1
10063;"Cerezo ";1
10064;"Cilleros ";2
10065;"Collado de la Vera ";1
10066;"Conquista de la Sierra ";1
10067;"Coria ";2
10068;"Cuacos de Yuste ";1
10069;"Cumbre, La ";1
10070;"Deleitosa ";1
10071;"Descargamaria ";1
10072;"Eljas ";1
10073;"Escurial ";1
10075;"Fresnedoso de Ibor ";1
10076;"Galisteo ";1
10077;"Garciaz ";1
10079;"Garganta la Olla ";1
10078;"Garganta, La ";1
10080;"Gargantilla ";1
10081;"Garguera ";1
10082;"Garrovillas de Alconetar ";2
10083;"Garvin ";1
10084;"Gata ";1
10085;"Gordo, El ";1
10086;"Granja, La ";1
10087;"Guadalupe ";2
10088;"Guijo de Coria ";1
10089;"Guijo de Galisteo ";1
10090;"Guijo de Granadilla ";1
10091;"Guijo de Santa Barbara ";1
10092;"Herguijuela ";1
10093;"Hernan-Perez ";1
10094;"Herrera de Alcantara ";1
10095;"Herreruela ";1
10096;"Hervas ";2
10097;"Higuera ";1
10098;"Hinojal ";1
10099;"Holguera ";1
10100;"Hoyos ";1
10101;"Huelaga ";1
10102;"Ibahernando ";1
10103;"Jaraicejo ";1
10104;"Jaraiz de la Vera ";2
10105;"Jarandilla de la Vera ";2
10106;"Jarilla ";1
10107;"Jerte ";1
10108;"Ladrillar ";1
10109;"Logrosan ";2
10110;"Losar de la Vera ";2
10111;"Madrigal de la Vera ";2
10112;"Madrigalejo ";2
10113;"Madronera ";2
10114;"Majadas ";1
10115;"Malpartida de Caceres ";2
10116;"Malpartida de Plasencia ";2
10117;"Marchagaz ";1
10118;"Mata de Alcantara ";1
10119;"Membrio ";1
10120;"Mesas de Ibor ";1
10121;"Miajadas ";2
10122;"Millanes ";1
10123;"Mirabel ";1
10124;"Mohedas de Granadilla ";1
10125;"Monroy ";1
10126;"Montanchez ";2
10127;"Montehermoso ";2
10128;"Moraleja ";2
10129;"Morcillo ";1
10130;"Navaconcejo ";2
10131;"Navalmoral de la Mata ";2
10132;"Navalvillar de Ibor ";1
10133;"Navas del Madrono ";1
10134;"Navezuelas ";1
10135;"Nunomoral ";1
10136;"Oliva de Plasencia ";1
10137;"Palomero ";1
10138;"Pasaron de la Vera ";1
10139;"Pedroso de Acim ";1
10140;"Peraleda de la Mata ";1
10141;"Peraleda de San Roman ";1
10142;"Perales del Puerto ";1
10143;"Pescueza ";1
10144;"Pesga, La ";1
10145;"Piedras Albas ";1
10146;"Pinofranqueado ";2
10147;"Piornal ";1
10148;"Plasencia ";2
10149;"Plasenzuela ";1
10150;"Portaje ";1
10151;"Portezuelo ";1
10152;"Pozuelo de Zarzon ";1
10153;"Puerto de Santa Cruz ";1
10154;"Rebollar ";1
10155;"Riolobos ";1
10156;"Robledillo de Gata ";1
10157;"Robledillo de la Vera ";1
10158;"Robledillo de Trujillo ";1
10159;"Robledollano ";1
10160;"Romangordo ";1
10901;"Rosalejo ";1
10161;"Ruanes ";1
10162;"Salorino ";1
10163;"Salvatierra de Santiago ";1
10164;"San Martin de Trevejo ";1
10165;"Santa Ana ";1
10166;"Santa Cruz de la Sierra ";1
10167;"Santa Cruz de Paniagua ";1
10168;"Santa Marta de Magasca ";1
10169;"Santiago de Alcantara ";1
10170;"Santiago del Campo ";1
10171;"Santibanez el Alto ";1
10172;"Santibanez el Bajo ";1
10173;"Saucedilla ";1
10174;"Segura de Toro ";1
10175;"Serradilla ";2
10176;"Serrejon ";1
10177;"Sierra de Fuentes ";2
10178;"Talavan ";1
10179;"Talaveruela de la Vera ";1
10180;"Talayuela ";2
10181;"Tejeda de Tietar ";1
10904;"Tietar ";1
10182;"Toril ";1
10183;"Tornavacas ";1
10184;"Torno, El ";1
10187;"Torre de Don Miguel ";1
10188;"Torre de Santa Maria ";1
10185;"Torrecilla de los angeles ";1
10186;"Torrecillas de la Tiesa ";1
10190;"Torrejon el Rubio ";1
10189;"Torrejoncillo ";2
10191;"Torremenga ";1
10192;"Torremocha ";1
10193;"Torreorgaz ";2
10194;"Torrequemada ";1
10195;"Trujillo ";2
10196;"Valdastillas ";1
10197;"Valdecanas de Tajo ";1
10198;"Valdefuentes ";1
10199;"Valdehuncar ";1
10200;"Valdelacasa de Tajo ";1
10201;"Valdemorales ";1
10202;"Valdeobispo ";1
10203;"Valencia de Alcantara ";2
10204;"Valverde de la Vera ";1
10205;"Valverde del Fresno ";2
10902;"Vegaviana ";1
10206;"Viandar de la Vera ";1
10207;"Villa del Campo ";1
10208;"Villa del Rey ";1
10209;"Villamesias ";1
10210;"Villamiel ";1
10211;"Villanueva de la Sierra ";1
10212;"Villanueva de la Vera ";2
10214;"Villar de Plasencia ";1
10213;"Villar del Pedroso ";1
10215;"Villasbuenas de Gata ";1
10216;"Zarza de Granadilla ";2
10217;"Zarza de Montanchez ";1
10218;"Zarza la Mayor ";1
10219;"Zorita ";1
11001;"Alcala de los Gazules ";2
11002;"Alcala del Valle ";2
11003;"Algar ";1
11004;"Algeciras ";2
11005;"Algodonales ";2
11006;"Arcos de la Frontera ";2
11007;"Barbate ";2
11008;"Barrios, Los ";2
11901;"Benalup-Casas Viejas ";2
11009;"Benaocaz ";1
11010;"Bornos ";2
11011;"Bosque, El ";2
11012;"Cadiz ";2
11013;"Castellar de la Frontera ";2
